2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:23,674 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,678 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,678 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,678 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,678 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,678 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,678 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,680 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,680 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,680 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,680 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,680 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,680 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,704 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,704 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,704 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,704 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,704 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,704 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,706 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,706 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,706 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,706 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,706 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,706 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,708 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,708 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,708 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,708 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,708 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,708 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,711 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,711 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,711 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,711 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,711 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,711 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,715 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,715 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,715 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,715 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,715 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,715 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,718 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,718 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,718 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,718 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,718 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,718 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,732 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,732 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,732 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,732 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,732 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,732 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,749 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,749 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,749 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,749 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,749 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,749 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,754 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,754 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,754 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,754 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,754 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,754 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,756 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,756 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,756 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,756 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,756 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,756 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,759 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,759 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,759 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,759 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,759 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,759 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,762 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,764 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,764 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,764 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,764 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,764 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,764 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,766 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,766 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,766 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,766 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,766 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,766 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,768 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,768 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,768 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,768 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,768 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,768 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,774 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,776 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,776 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,776 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,776 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,776 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,776 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,781 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,781 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,781 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,781 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,781 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,781 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:23,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
